ttd_drug_id,drug_name,disease_name,icd11_code,clinical_status
DE3M8U,ST-920,Fabry disease,5C56.01,Phase 1/2
DE0L6O,ISB 1342,Multiple myeloma,2A83,Phase 1/2
DDX95P,AAV-RPE65,Leber congenital amaurosis,9B70,Phase 1/2
DDSW97,Camonsertib,Aggressive cancer,2A00-2F9Z,Phase 1/2
DDRI16,PEC-Encap,Type-1 diabetes,5A10,Phase 1/2
DDP74J,MGC018,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DDN3B1,BIVV-003,Sickle-cell disorder,3A51,Phase 1/2
DDM7A2,EDIT-101,Leber's congenital amaurosis,9B70,Phase 1/2
DDL79K,XMT-1592,Non-small-cell lung cancer,2C25.Y,Phase 1/2
DDL79K,XMT-1592,Ovarian cancer,2C73,Phase 1/2
DD94ZN,A166,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DD5NX2,AT-777,Hepatitis C,1E51,Phase 1/2
DD52FT,AVT001,Type-1 diabetes,5A10,Phase 1/2
DD4H6V,BI 1206,leukaemia,2A60-2B33,Phase 1/2
DD4H6V,BI 1206,Chronic lymphocytic leukaemia,2A82.0,Phase 1/2
DD4H6V,BI 1206,B-cell lymphoma,2A86,Phase 1/2
DCY10V,UX701,Wilson disease,5C64.00,Phase 1/2
DCT2Q3,Annamycin,Acute myeloid leukaemia,2A60,Phase 1/2
DCI8V2,GEN-009,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DC72LG,RMJH-111b,Essential hypertension,BA00,Phase 1/2
DC5VW9,BGB-A333,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DC57TE,BT8009,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DC3ZD5,DRP-104,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DC3DV9,mRNA-1011,Seasonal influenza,1E30,Phase 1/2
DC37YW,IMSA101,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DC1GH7,TAK-186,Aggressive cancer,2A00-2F9Z,Phase 1/2
DBU2J7,GB301,Alzheimer disease,8A20,Phase 1/2
DBKE38,BBP-812,Canavan disease,5C50.E1,Phase 1/2
DBHQ20,64Cu-SAR-bisPSMA,Prostate cancer,2C82.0,Phase 1/2
DB91HQ,ADG106,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DB91HQ,ADG106,Non-hodgkin lymphoma,2B33.5,Phase 1/2
DB8G4D,JSP191,Hematopoietic stem cell transplantation,QB63,Phase 1/2
DB26FH,EO2401,Adrenocortical carcinoma,2D11.Z,Phase 1/2
DB26FH,EO2401,Paraganglioma,2E92.2,Phase 1/2
DB26FH,EO2401,Pheochromocytoma,5A75,Phase 1/2
DARV32,GP-2250,Pancreatic cancer,2C10,Phase 1/2
DALG29,KY1044,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DAD65R,RP-3500,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DA91HS,ODM-207,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DA6OU0,GL-ONC1,Solid tumour/cancer,2A00-2F9Z,Phase 2
DA6OU0,GL-ONC1,Ovarian cancer,2C73,Phase 1/2
DA6OU0,GL-ONC1,Peritoneal carcinomatosis,2D91,Phase 1/2
DA6OU0,GL-ONC1,Peritoneal cavity cancer,2C51.Z,Phase 1
DA4W1I,AO-176,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
DA27CP,OTL-102,X-linked chronic granulomatous disease,4A00,Phase 1/2
DA1MG8,ONO-7475,Myelodysplastic syndrome,2A37,Phase 1/2
DA1MG8,ONO-7475,Acute leukaemia,2A60,Phase 1/2
DA01IB,MTL-CEPBA,Hepatocellular carcinoma,2C12.02,Phase 1/2
D9XJ0U,Zofin,Chronic obstructive pulmonary disease,CA22,Phase 1/2
D9XJ0U,Zofin,Knee osteoarthritis,FA01,Phase 1/2
D9RYF5,INO-3107,Respiratory papillomatosis,2F00.1,Phase 1/2
D9RH0V,DCC-3014,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D9OMQ3,GEN3013,Follicular lymphoma,2A80,Phase 1/2
D9OMQ3,GEN3013,Diffuse large B-cell lymphoma,2A81,Phase 1/2
D9OMQ3,GEN3013,Mantle cell lymphoma,2A85.5,Phase 1/2
D9O7GC,GTB-3550,Systemic mastocytosis,2A21.0,Phase 1/2
D9O7GC,GTB-3550,Mast cell leukaemia,2A21.00,Phase 1/2
D9O7GC,GTB-3550,Myelodysplastic syndrome,2A37,Phase 1/2
D9O7GC,GTB-3550,Acute myelogenous leukaemia,2A41,Phase 1/2
D9J4ZI,JNJ-64213175,Respiratory syncytial virus infection,1C80,Phase 1/2
D9HX2V,ET140203,Hepatocellular carcinoma,2C12.02,Phase 1/2
D9FJ5V,BDTX-189,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D97YGW,SNDX-5613,T lymphoblastic leukaemia,2B33.4,Phase 1/2
D96XNU,3VM1001,Postherpetic neuralgia,1E91.5,Phase 1/2
D96XNU,3VM1001,Knee osteoarthritis,FA01,Phase 1/2
D94DTN,BMN-307,Phenylketonuria,5C50.0,Phase 1/2
D93JPW,PBGM01,GM1 gangliosidosis,5C56.00,Phase 1/2
D8ZV2Q,FCN-437,Breast cancer,2C60-2C65,Phase 1/2
D8UZM7,REGN5678,Prostate cancer,2C82.0,Phase 1/2
D8TE4F,AMXI 5001,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D8RN3B,JNJ-63682931,Human papillomavirus infection,1A9Y,Phase 1/2
D8JN5H,NKTR-262,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D8JN5H,NKTR-262,Melanoma,2C30,Phase 1
D8FX9H,PBFT02,Frontotemporal dementia,6D83,Phase 1/2
D8EB7G,eFT226,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D8BYU3,BAY2599023,Haemophilia A,3B10.0,Phase 1/2
D8BJX5,TAEK-VAC-HerBy,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D8AF1M,OPC-167832,Tuberculosis,1B10-1B14,Phase 1/2
D87TMY,OT-58,Homocystinuria,5C50.B,Phase 1/2
D84EGX,AT-342,Crigler-Najjar syndrome,5C58.00,Phase 1/2
D82GST,JNJ-65195208,Human papillomavirus infection,1A9Y,Phase 1/2
D82DMK,LM11A-31,Alzheimer disease,8A20,Phase 1/2
D7UIZ1,BGB-A425,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D7UIZ1,BGB-A425,Non-small-cell lung cancer,2C25,Phase 1/2
D7SXA1,GDA-201,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D7NLU3,Taniraleucel,Malignant glioma,2A00.0,Phase 1/2
D7LU8R,PBCAR269A,Multiple myeloma,2A83,Phase 1/2
D7KQ6N,TSHA-118,CLN1 disease,5C56.1,Phase 1/2
D7GQR3,CPK850,Retinitis pigmentosa,9B70,Phase 1/2
D7FJQ3,INCB057643,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D7BF8Y,BMS-986288,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D79HBK,NBE-002,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D72UDH,OXB-102,Parkinson disease,8A00.0,Phase 1/2
D70HZT,NUV-422,Malignant glioma,2A00.0,Phase 1/2
D6YB1E,CDK-002,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D6XS7L,BMS-986315,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D6XMS1,DTX301,Ornithine transcarbamylase deficiency,5C50.AY,Phase 1/2
D6W2MF,ST-400,Beta thalassemia,3A50.2,Phase 1/2
D6UEI3,LX1001,Alzheimer disease,8A20,Phase 1/2
D6SL3N,Zenocutuzomab,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D6L5YT,REGN4336,Prostate cancer,2C82.0,Phase 1/2
D6KY5Q,HLB-001,Methylmalonic acidemia,5C50.E0,Phase 1/2
D6EI9F,NEXI-002,Multiple myeloma,2A83,Phase 1/2
D68DPH,IOV-2001,Chronic lymphocytic leukaemia,2A82.0,Phase 1/2
D68DPH,IOV-2001,Small lymphocytic lymphoma,2A82.0,Phase 1/2
D67IRW,DF6002,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D62OSE,FBX-101,Krabbe disease,8A44.4,Phase 1/2
D5V7XP,Delolimogene mupadenorepvec,Pancreatic cancer,2C10,Phase 1/2
D5V7XP,Delolimogene mupadenorepvec,Melanoma,2C30,Phase 1/2
D5SZK9,HMI-102,Phenylketonuria,5C50.0,Phase 1/2
D5R8YF,RC118,Aggressive cancer,2A00-2F9Z,Phase 1/2
D5MV0R,Acapatamab,Prostate cancer,2C82.0,Phase 1/2
D5I9EV,Hypoestoxide,Parkinson disease,8A00.0,Phase 1/2
D5GVZ1,ASP1570,Aggressive cancer,2A00-2F9Z,Phase 1/2
D5CP3S,SV-BR-1-GM cancer vaccine,Breast cancer,2C60-2C65,Phase 1/2
D5CP3S,SV-BR-1-GM cancer vaccine,Solid tumour/cancer,2A00-2F9Z,Investigative
D5C4YE,PR-006,Frontotemporal dementia,6D83,Phase 1/2
D59OTG,OBI-888,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D56WJV,AAV-CNGB3,Achromatopsia,9B70,Phase 1/2
D53CGK,PC14586,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D52NOH,BNT411,Small-cell lung cancer,2C25.Y,Phase 1/2
D51VYQ,514G3,Staphylococcus infection,1B5Y,Phase 1/2
D4Y0IM,INCB054329,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D4Y0IM,INCB054329,Refractory hematologic malignancy,2A85.5,Phase 1/2
D4WN2M,APG-1252,Small-cell lung cancer,2C25.Y,Phase 1/2
D4WN2M,APG-1252,Solid tumour/cancer,2A00-2F9Z,Phase 1
D4RMC9,Rilvegostomig,Non-small-cell lung cancer,2C25,Phase 1/2
D4IWF1,AAV-AQP1,Xerostomia,DA02.1,Phase 1/2
D4IS0G,GLR2007,Glioblastoma of brain,2A00.00,Phase 1/2
D4IS0G,GLR2007,Non-small-cell lung cancer,2C25.Y,Phase 1/2
D4GH1L,67Cu-SAR-bisPSMA,Prostate cancer,2C82.0,Phase 1/2
D49LPT,VERU-100,Prostate cancer,2C82.0,Phase 1/2
D46IVH,GTX-102,Angelman syndrome,LD90.0,Phase 1/2
D42SLV,Zalifrelimab,Cervical cancer,2C77.0,Phase 1/2
D3ZY1K,ARV-110,Prostate cancer,2C82.0,Phase 1/2
D3XE7Y,ARV-766,Prostate cancer,2C82.0,Phase 1/2
D3X1TS,BAY 1902607,Cough,MD12,Phase 1/2
D3W5TL,ABO-102,Mucopolysaccharidosis,5C56.3,Phase 1/2
D3RT4A,SRP-9003,Limb girdle muscular dystrophy,8C70.4,Phase 1/2
D3QEZ2,LY3295668,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D3O5XK,SPK-3006,Pompe disease,5C51.3,Phase 1/2
D3M6SN,ACHM-CNGA3,Achromatopsia,9B70,Phase 1/2
D3JP7R,VE416,Food allergy,4A85.2,Phase 1/2
D3G1BJ,SP0230,Meningococcal disease,1C1C,Phase 1/2
D3C9MX,JNJ-63682918,Human papillomavirus infection,1A9Y,Phase 1/2
D3C0LO,VAC20121,Alzheimer disease,8A20,Phase 1/2
D3BZ0H,IONIS-AR-2.5Rx,Prostate cancer,2C82.0,Phase 1/2
D3A9TZ,ION582,Angelman syndrome,LD90.0,Phase 1/2
D39TVC,Tinostamustine,Multiple myeloma,2A83,Phase 1/2
D2YN1W,NKTR-255,Colorectal cancer,2B91.Z,Phase 1/2
D2YN1W,NKTR-255,Head and neck cancer,2D42,Phase 1/2
D2Y7ZG,APG-2575,Chronic lymphocytic leukaemia,2A82.0,Phase 1/2
D2Y7ZG,APG-2575,Small lymphocytic lymphoma,2A82.0,Phase 1/2
D2QMZ9,ACI-35.030,Alzheimer's dementia,6D80,Phase 1/2
D2OWE3,YPT 01,Pseudomonas aeruginosa infections,GC08,Phase 1/2
D2JZ3U,ALXN2075,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D2H6NI,OBI-999,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D2AG4O,DNL593,Frontotemporal dementia,6D83,Phase 1/2
D2A6QI,AL 001,Alzheimer disease,8A20,Phase 1/2
D28HJI,FF-10101,Acute myeloid leukaemia,2A60,Phase 1/2
D20OCB,VAC52416,Escherichia coli infection,1A03,Phase 1/2
D1ZAW4,DYN101,Congenital structural myopathy,8C72.0,Phase 1/2
D1XI9E,BDC-1001,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D1WB6Z,DSP-107,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D1W2DS,GEN3009,B-cell non-hodgkin lymphoma,2B33.5,Phase 1/2
D1U4BC,BIIB-087,X-linked retinoschisis,9B73.11,Phase 1/2
D1TS4V,TSHA-101,GM2 gangliosidosis,5C56.00,Phase 1/2
D1RMS5,OTL-300,Beta thalassemia,3A50.2,Phase 1/2
D1PBC7,BXCL701,Prostate cancer,2C82.0,Phase 1/2
D1P8BK,EcoActive,Crohn disease,DD70,Phase 1/2
D1MK7G,AR-501,Cystic fibrosis,CA25,Phase 1/2
D1LEU5,JAB-3312,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D1KIY9,HH2710,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D1KES8,IK-007,Non-small-cell lung cancer,2C25,Phase 1/2
D1HID7,ALLO-501A,Large B Cell Lymphoma,2A81,Phase 1/2
D1CZ8K,177-Lu-PSMA-R2,Prostate cancer,2C82.0,Phase 1/2
D1B3VP,Modakafusp alfa,Aggressive cancer,2A00-2F9Z,Phase 1/2
D1B3VP,Modakafusp alfa,Multiple myeloma,2A83,Phase 1/2
D0ZVM5,177-Lu-NeoB,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0ZT8A,T3D-959,Alzheimer disease,8A20,Phase 1/2
D0ZQ3K,Anti-CD22 CAR-T cells,leukaemia,2A60-2B33,Phase 1/2
D0ZQ3K,Anti-CD22 CAR-T cells,Lymphoma,2A80-2A86,Phase 1/2
D0ZH2L,Autologous fat-derived stem cell therapy,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0ZE0S,BMS-986183,Hepatocellular carcinoma,2C12.02,Phase 1/2
D0ZE0S,BMS-986183,Angiogenesis disorder,BE2Z,Patented
D0ZC6X,PRTX-100,Thrombocytopenia,3B64,Phase 1/2
D0ZC6X,PRTX-100,Behcet disease,4A62,Phase 1/2
D0ZC6X,PRTX-100,Arthritis,FA20,Phase 1/2
D0ZC6X,PRTX-100,Rheumatoid arthritis,FA20,Phase 1/2
D0Z8GD,CD19 CAR T Cells,Large cell lymphoma,2A80.Z,Phase 1/2
D0Z8GD,CD19 CAR T Cells,Diffuse large B-cell lymphoma,2A81,Phase 1/2
D0Z8GD,CD19 CAR T Cells,Chronic lymphocytic leukaemia,2A82.0,Phase 1/2
D0Z8GD,CD19 CAR T Cells,Acute lymphoblastic leukaemia,2A85,Phase 1/2
D0Z8GD,CD19 CAR T Cells,Mantle cell lymphoma,2A85.5,Phase 1/2
D0Z7BX,GSK3145095,Pancreatic cancer,2C10,Phase 1/2
D0Z5VW,H3B-6545,Breast cancer,2C60-2C65,Phase 1/2
D0Z4CY,PEN-221,Neuroendocrine cancer,2B72.1,Phase 1/2
D0Z4CY,PEN-221,Small-cell lung cancer,2C25.Y,Phase 1/2
D0Z2ZY,SL-401,Myeloproliferative neoplasm,2A20,Phase 1/2
D0Z2ZY,SL-401,Acute myeloid leukaemia,2A60,Phase 1/2
D0Z2ZY,SL-401,Blastic plasmacytoid dendritic cell neoplasm,2A60.5,Phase 1/2
D0Z2ZY,SL-401,Multiple myeloma,2A83,Phase 1/2
D0Z2UY,Antigen-specific melanoma vaccine,Melanoma,2C30,Phase 1/2
D0Z1OR,IPP-204106,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0YZ1Q,RGX-104,Non-small-cell lung cancer,2C25.Y,Phase 1/2
D0YZ1Q,RGX-104,Solid tumour/cancer,2A00-2F9Z,Phase 1
D0YZ1Q,RGX-104,Lymphoma,2A80-2A86,Phase 1
D0YY6O,CLIC-1901,Acute lymphoblastic leukaemia,2A85,Phase 1/2
D0YY6O,CLIC-1901,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D0YW6P,RU-101,Xerophthalmia,5B55.Y,Phase 1/2
D0YU1M,G-207 virus construct,Glioma,2A00.0,Phase 1/2
D0YO5Z,UshStat,Deafness,AB52,Phase 1/2
D0YO5Z,UshStat,Retinitis pigmentosa,9B70,Phase 1
D0YI4F,Vecabrutinib,B-cell lymphoma,2A86,Phase 1/2
D0Y8AW,CB3304,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0Y7YH,TK-54,Graft-versus-host disease,4B24,Phase 1/2
D0Y6BO,Milatuzumab-doxorubicin conjugate,Multiple myeloma,2A83,Phase 1/2
D0Y4MA,CART-138 cells,Multiple myeloma,2A83,Phase 1/2
D0Y3AG,VIR-576,Human immunodeficiency virus infection,1C62,Phase 1/2
D0Y2NS,MLN1117,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0Y1NC,CHS-828,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0XZ4Y,PR001,Gaucher disease,5C56.0Y,Phase 1/2
D0XZ4Y,PR001,Parkinson disease,8A00.0,Phase 1/2
D0XZ2S,CAR-T cells targeting MAGE-A4,Lung cancer,2C25.0,Phase 1/2
D0XY8C,Encapsulated cell therapy,Metastatic colorectal cancer,2B91,Phase 1/2
D0XY8C,Encapsulated cell therapy,Pancreatic cancer,2C10,Phase 1/2
D0XY8C,Encapsulated cell therapy,Prostate cancer,2C82.0,Phase 1/2
D0XY6T,Humanized CD19 CAR-T cells,Acute lymphoblastic leukaemia,2A85,Phase 1/2
D0XJ5I,DNA-C,Human immunodeficiency virus infection,1C62,Phase 1/2
D0XI3E,INCB01158,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0XG0L,Anti-CD19 CAR T cells,B-cell lymphoma,2A86,Phase 1/2
D0XD7V,FLX475,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0XB8Y,COL-195,Chronic pain,MG30,Phase 1/2
D0X9WC,ISIS-DMPK,Myotonic dystrophy,8C71.0,Phase 1/2
D0X9JR,QR-313,Epidermolysis bullosa,EC3Z,Phase 1/2
D0X8TK,IMC-F106C,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0X8SY,Oxazyme,Hyperoxaluria,5C51.2,Phase 1/2
D0X8ID,SEL-24,Acute myeloid leukaemia,2A60,Phase 1/2
D0X8ID,SEL-24,Solid tumour/cancer,2A00-2F9Z,Investigative
D0X7IN,BGT226,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0X7GX,Dendritic cancer vaccine,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0X4OJ,AdipoCell,Congestive heart failure,BD10,Phase 1/2
D0X4OJ,AdipoCell,Heart failure,BD10-BD13,Phase 1/2
D0X4FW,AT9183,leukaemia,2A60-2B33,Phase 1/2
D0X2QH,PBI-1402,Anemia,3A00-3A9Z,Phase 1/2
D0X2JY,Multiclade DNA recombinant adenovirus-5 (rAd5) vaccine,Human immunodeficiency virus-1 infection,1C62,Phase 1/2
D0X1SV,Epratuzumab Y-90,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D0X1ST,ESR0114,Plaque psoriasis,EA90.0,Phase 1/2
D0X1BX,hESC-derived pancreatic endoderm (VC-01),Type-1 diabetes,5A10,Phase 1/2
D0WZX4,AB-205,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D0WY1E,MB-106,B-cell non-hodgkin lymphoma,2B33.5,Phase 1/2
D0WT9A,Vero-cell H5N1 vaccine,Influenza virus infection,1E30-1E32,Phase 1/2
D0WN2Y,CAR-T cells targeting Glypican-3 (GPC3),Hepatocellular carcinoma,2C12.02,Phase 1/2
D0WM5O,G1,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0WM5O,G1,Lymphoma,2A80-2A86,Phase 1/2
D0WM3Z,TI-061,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0WC4Y,FCX-007,Dystrophic epidermolysis bullosa,EC32,Phase 1/2
D0W9IH,Ad35-GRIN,Human immunodeficiency virus infection,1C62,Phase 1/2
D0W8WG,CD19-targeting CAR T Cells,B-cell lymphoma,2A86,Phase 1/2
D0W7TQ,IDX-719,Hepatitis C virus infection,1E51.1,Phase 1/2
D0W7FC,MLN-2704,Prostate cancer,2C82.0,Phase 1/2
D0W6QN,Choroid plexus cell therapy,Neurodegenerative disorder,8A20-8A23,Phase 1/2
D0W5YP,WVE-120101,Huntington disease,8A01.10,Phase 1/2
D0W5YC,Vacc-5q,Human immunodeficiency virus infection,1C62,Phase 1/2
D0W5QJ,Anti-HIV ribozyme therapy,Human immunodeficiency virus infection,1C62,Phase 1/2
D0W4SM,CD19 and CD22 CAR-T Cells,Lymphoma,2A80-2A86,Phase 1/2
D0W3UH,QLT-091568,Glaucoma/ocular hypertension,9C61,Phase 1/2
D0W2MI,Anti-CD30-CAR-transduced T cells,leukaemia,2A60-2B33,Phase 1/2
D0W2MI,Anti-CD30-CAR-transduced T cells,Lymphoma,2A80-2A86,Phase 1/2
D0W0XS,PolyPEPI1018,Colorectal cancer,2B91.Z,Phase 1/2
D0W0SL,LY2940680,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0W0SL,LY2940680,Ovarian cancer,2C73,Phase 1
D0VU8K,REIC gene therapy vaccine,Prostate cancer,2C82.0,Phase 1/2
D0VQ7Y,SPK-CHM,Choroidal dystrophy,9B61,Phase 1/2
D0VJ0Q,MuStDO 5,Malaria,1F40-1F45,Phase 1/2
D0VI8T,4SCAR-PSMA,Bladder cancer,2C94,Phase 1/2
D0VD9X,AstroStem,Alzheimer disease,8A20,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Follicular lymphoma,2A80,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Diffuse large B-cell lymphoma,2A81,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,B-cell chronic lymphocytic leukaemia,2A82.00,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Prolymphocytic leukaemia,2A82.1,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Acute lymphoblastic leukaemia,2A85,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Mantle cell lymphoma,2A85.5,Phase 1/2
D0V6VD,Anti-CD20-CAR vector-transduced autologous T cells,Haematopoietic/lymphoid cancer,2B33.5,Phase 1/2
D0V6AN,Encapsulated islet cell transplantation therapy,Type-1 diabetes,5A10,Phase 1/2
D0V5QY,StaphTAME,Bacterial infection,1A00-1C4Z,Phase 1/2
D0V5LG,ChronVac-C hepatitis C DNA vaccine,Hepatitis C virus infection,1E51.1,Phase 1/2
D0V4VQ,WASP gene therapy,Wiskott-Aldrich syndrome,3B62.0,Phase 1/2
D0V2ZC,SEL24,Acute myeloid leukaemia,2A60,Phase 1/2
D0V1KS,AZD-2836,Hepatitis C virus infection,1E51.1,Phase 1/2
D0V0HU,IFN alpha kinoid,Human immunodeficiency virus infection,1C62,Phase 1/2
D0UZ4G,99mTc-rBitistatin,Embolism,JB42,Phase 1/2
D0UO0C,MAK683,Diffuse large B-cell lymphoma,2A81,Phase 1/2
D0UM8Q,UCART019,leukaemia,2A60-2B33,Phase 1/2
D0UM8Q,UCART019,B-cell lymphoma,2A86,Phase 1/2
D0UJ3C,CD38-specific gene-engineered T cells,Acute myeloid leukaemia,2A60,Phase 1/2
D0UI8Y,Encapsulated human islet allografts,Type-1 diabetes,5A10,Phase 1/2
D0UI4L,ND-0801,Attention deficit hyperactivity disorder,6A05.Z,Phase 1/2
D0UI0I,BL-3010,Pain,MG30-MG3Z,Phase 1/2
D0UF0N,ACP-319,Chronic lymphocytic leukaemia,2A82.0,Phase 1/2
D0UD6S,NY-ESO-1/LAGE-1-specific T-cells,Sarcoma,2A60-2C35,Phase 1/2
D0UA0U,CAR-T cells targeting CD30,leukaemia,2A60-2B33,Phase 1/2
D0UA0U,CAR-T cells targeting CD30,Lymphoma,2A80-2A86,Phase 1/2
D0UA0U,CAR-T cells targeting CD30,Multiple myeloma,2A83,Phase 1/2
D0U9PV,CXB-909,Neurodegenerative disorder,8A20-8A23,Phase 1/2
D0U9LT,Y-39983,Glaucoma/ocular hypertension,9C61,Phase 1/2
D0U8QC,AS-210,Psoriasis vulgaris,EA90,Phase 1/2
D0U8FG,APS-001,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0U6BQ,Anti-VEGFR2 CD8 cell therapy,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0U5AN,ImmuFact IMP321,Melanoma,2C30,Phase 1/2
D0U4JX,Padoporfin photodynamic therapy,Prostate cancer,2C82.0,Phase 1/2
D0U3FP,Her-2/neu vaccine,Ovarian cancer,2C73,Phase 1/2
D0U1WU,ETBX-011 cancer vaccine,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0U1WU,ETBX-011 cancer vaccine,Colorectal cancer,2B91.Z,Phase 1/2
D0U1WU,ETBX-011 cancer vaccine,Pancreatic cancer,2C10,Phase 1/2
D0U1WU,ETBX-011 cancer vaccine,Metastatic cancer,2D50-2E2Z,Phase 1
D0U1VR,AFX-9154,leukaemia,2A60-2B33,Phase 1/2
D0U1SA,KTP-001,Intervertebral disc displacement,FB1Y,Phase 1/2
D0U1GP,CD56 CAR T cells,Multiple myeloma,2A83,Phase 1/2
D0U1DD,KiroVAX-003,Solid tumour/cancer,2A00-2F9Z,Phase 1/2
D0U0VY,CNTO-2476,Retinitis pigmentosa,9B70,Phase 1/2
D0U0BN,JCAR014,Non-hodgkin lymphoma,2B33.5,Phase 1/2
D0U0BN,JCAR014,Mediastinal large B-cell lymphoma,2A60.32,Phase 1
D0U0BN,JCAR014,Diffuse large B-cell lymphoma,2A81,Phase 1
D0U0BN,JCAR014,B-cell lymphoma,2A86,Phase 1
D0U0BN,JCAR014,B-cell non-hodgkin lymphoma,2B33.5,Phase 1
D0TY6U,BPX-601,Gastric adenocarcinoma,2B72,Phase 1/2
D0TY6U,BPX-601,Pancreatic cancer,2C10,Phase 1/2
D0TY6U,BPX-601,Prostate cancer,2C82.0,Phase 1/2
D0TV6H,HuM-195-Ac-225,Acute myelogenous leukaemia,2A41,Phase 1/2
D0TV6H,HuM-195-Ac-225,Acute myeloid leukaemia,2A60,Phase 1/2
D0TU1E,EB-101,Dystrophic epidermolysis bullosa,EC32,Phase 1/2
D0TU1E,EB-101,Alzheimer disease,8A20,Investigative
D0TT6L,SF0166,Diabetic macular edema,9B71.02,Phase 1/2
D0TN4M,8H9 I-124 mAb,Glioma,2A00.0,Phase 1/2
D0TN1N,NY-ESO-TCR,Multiple myeloma,2A83,Phase 1/2
D0TN1N,NY-ESO-TCR,Myxoid round cell liposarcoma,2B59,Phase 1/2
D0TN1N,NY-ESO-TCR,Synovial sarcoma,2B5A,Phase 1/2
D0TN1N,NY-ESO-TCR,Melanoma,2C30,Phase 1/2
D0TN1N,NY-ESO-TCR,Ovarian cancer,2C73,Phase 1/2
D0TE0L,4SCAR19 cells,B-cell lymphoma,2A86,Phase 1/2
D0TBF3,AT-GTX-501,CLN6 disease,5C56.1,Phase 1/2
D0T9JW,AU101,Recurrent glioblastoma,2A00.00,Phase 1/2
D0T9JW,AU101,Sarcoma,2A60-2C35,Phase 1/2
D0T9JW,AU101,Osteosarcoma,2B51,Phase 1/2
D0T9JW,AU101,Recurring respiratory infection,CA07-CA45,Phase 1/2
